lon,lat,country,code,continent,k
-111.5,30.5,Mexico,484,Americas,7
-111.5,31.5,United States,840,Americas,1
-111.5,32.5,United States,840,Americas,10
-111.5,33.5,United States,840,Americas,10
-111.5,34.5,United States,840,Americas,0
-111.5,36.5,United States,840,Americas,0
-111.5,37.5,United States,840,Americas,0
-111.5,38.5,United States,840,Americas,8
-111.5,39.5,United States,840,Americas,9
-111.5,40.5,United States,840,Americas,9
-111.5,41.5,United States,840,Americas,9
-111.5,42.5,United States,840,Americas,10
-111.5,43.5,United States,840,Americas,10
-111.5,44.5,United States,840,Americas,10
-111.5,45.5,United States,840,Americas,10
-111.5,46.5,United States,840,Americas,9
-111.5,47.5,United States,840,Americas,8
-111.5,48.5,United States,840,Americas,6
-111.5,49.5,Canada,124,Americas,10
-111.5,50.5,Canada,124,Americas,10
-111.5,51.5,Canada,124,Americas,1
-111.5,52.5,Canada,124,Americas,0
-111.5,53.5,Canada,124,Americas,0
-111.5,54.5,Canada,124,Americas,0
-110.5,27.5,Mexico,484,Americas,10
-110.5,28.5,Mexico,484,Americas,8
-110.5,29.5,Mexico,484,Americas,9
-110.5,30.5,Mexico,484,Americas,5
-110.5,31.5,United States,840,Americas,0
-110.5,32.5,United States,840,Americas,1
-110.5,33.5,United States,840,Americas,0
-110.5,34.5,United States,840,Americas,0
-110.5,37.5,United States,840,Americas,0
-110.5,38.5,United States,840,Americas,0
-110.5,39.5,United States,840,Americas,3
-110.5,40.5,United States,840,Americas,7
-110.5,41.5,United States,840,Americas,9
-110.5,42.5,United States,840,Americas,9
-110.5,43.5,United States,840,Americas,8
-110.5,44.5,United States,840,Americas,0
-110.5,45.5,United States,840,Americas,5
-110.5,46.5,United States,840,Americas,4
-110.5,47.5,United States,840,Americas,1
-110.5,48.5,United States,840,Americas,0
-110.5,49.5,Canada,124,Americas,6
-110.5,50.5,Canada,124,Americas,3
-110.5,51.5,Canada,124,Americas,1
-110.5,52.5,Canada,124,Americas,0
-110.5,53.5,Canada,124,Americas,0
-110.5,54.5,Canada,124,Americas,0
-109.5,23.5,Mexico,484,Americas,6
-109.5,27.5,Mexico,484,Americas,10
-109.5,28.5,Mexico,484,Americas,0
-109.5,29.5,Mexico,484,Americas,4
-109.5,30.5,Mexico,484,Americas,6
-109.5,31.5,United States,840,Americas,4
-109.5,32.5,United States,840,Americas,9
-109.5,33.5,United States,840,Americas,0
-109.5,36.5,United States,840,Americas,0
-109.5,37.5,United States,840,Americas,1
-109.5,38.5,United States,840,Americas,0
-109.5,39.5,United States,840,Americas,1
-109.5,40.5,United States,840,Americas,9
-109.5,41.5,United States,840,Americas,0
-109.5,42.5,United States,840,Americas,7
-109.5,43.5,United States,840,Americas,1
-109.5,44.5,United States,840,Americas,4
-109.5,45.5,United States,840,Americas,7
-109.5,46.5,United States,840,Americas,6
-109.5,47.5,United States,840,Americas,1
-109.5,48.5,United States,840,Americas,1
-109.5,49.5,Canada,124,Americas,3
-109.5,50.5,Canada,124,Americas,0
-109.5,51.5,Canada,124,Americas,1
-109.5,52.5,Canada,124,Americas,0
-109.5,53.5,Canada,124,Americas,0
-109.5,54.5,Canada,124,Americas,0
-108.5,25.5,Mexico,484,Americas,10
-108.5,26.5,Mexico,484,Americas,10
-108.5,27.5,Mexico,484,Americas,0
-108.5,28.5,Mexico,484,Americas,1
-108.5,29.5,Mexico,484,Americas,0
-108.5,30.5,Mexico,484,Americas,9
-108.5,31.5,United States,840,Americas,7
-108.5,32.5,United States,840,Americas,0
-108.5,33.5,United States,840,Americas,0
-108.5,34.5,United States,840,Americas,0
-108.5,35.5,United States,840,Americas,0
-108.5,36.5,United States,840,Americas,7
-108.5,37.5,United States,840,Americas,8
-108.5,38.5,United States,840,Americas,8
-108.5,39.5,United States,840,Americas,8
-108.5,40.5,United States,840,Americas,0
-108.5,41.5,United States,840,Americas,0
-108.5,42.5,United States,840,Americas,7
-108.5,43.5,United States,840,Americas,9
-108.5,44.5,United States,840,Americas,10
-108.5,45.5,United States,840,Americas,8
-108.5,46.5,United States,840,Americas,4
-108.5,47.5,United States,840,Americas,1
-108.5,48.5,United States,840,Americas,6
-108.5,49.5,Canada,124,Americas,2
-108.5,50.5,Canada,124,Americas,0
-108.5,51.5,Canada,124,Americas,1
-108.5,52.5,Canada,124,Americas,0
-108.5,53.5,Canada,124,Americas,0
-108.5,54.5,Canada,124,Americas,0
-107.5,24.5,Mexico,484,Americas,10
-107.5,25.5,Mexico,484,Americas,10
-107.5,26.5,Mexico,484,Americas,0
-107.5,27.5,Mexico,484,Americas,0
-107.5,28.5,Mexico,484,Americas,9
-107.5,29.5,Mexico,484,Americas,8
-107.5,30.5,Mexico,484,Americas,9
-107.5,31.5,Mexico,484,Americas,5
-107.5,32.5,United States,840,Americas,6
-107.5,33.5,United States,840,Americas,0
-107.5,35.5,United States,840,Americas,0
-107.5,36.5,United States,840,Americas,1
-107.5,37.5,United States,840,Americas,7
-107.5,38.5,United States,840,Americas,9
-107.5,39.5,United States,840,Americas,8
-107.5,40.5,United States,840,Americas,8
-107.5,41.5,United States,840,Americas,2
-107.5,42.5,United States,840,Americas,1
-107.5,43.5,United States,840,Americas,5
-107.5,44.5,United States,840,Americas,8
-107.5,45.5,United States,840,Americas,5
-107.5,46.5,United States,840,Americas,4
-107.5,47.5,United States,840,Americas,0
-107.5,48.5,United States,840,Americas,5
-107.5,49.5,Canada,124,Americas,2
-107.5,50.5,Canada,124,Americas,2
-107.5,51.5,Canada,124,Americas,3
-107.5,52.5,Canada,124,Americas,0
-107.5,53.5,Canada,124,Americas,0
-107.5,54.5,Canada,124,Americas,0
-106.5,23.5,Mexico,484,Americas,9
-106.5,24.5,Mexico,484,Americas,2
-106.5,25.5,Mexico,484,Americas,0
-106.5,26.5,Mexico,484,Americas,0
-106.5,27.5,Mexico,484,Americas,1
-106.5,28.5,Mexico,484,Americas,9
-106.5,29.5,Mexico,484,Americas,0
-106.5,30.5,Mexico,484,Americas,6
-106.5,31.5,Mexico,484,Americas,9
-106.5,32.5,United States,840,Americas,9
-106.5,33.5,United States,840,Americas,0
-106.5,34.5,United States,840,Americas,9
-106.5,35.5,United States,840,Americas,5
-106.5,36.5,United States,840,Americas,3
-106.5,37.5,United States,840,Americas,10
-106.5,38.5,United States,840,Americas,7
-106.5,39.5,United States,840,Americas,3
-106.5,40.5,United States,840,Americas,9
-106.5,41.5,United States,840,Americas,9
-106.5,42.5,United States,840,Americas,4
-106.5,43.5,United States,840,Americas,1
-106.5,44.5,United States,840,Americas,7
-106.5,45.5,United States,840,Americas,1
-106.5,46.5,United States,840,Americas,5
-106.5,47.5,United States,840,Americas,0
-106.5,48.5,United States,840,Americas,7
-106.5,49.5,Canada,124,Americas,0
-106.5,50.5,Canada,124,Americas,3
-106.5,51.5,Canada,124,Americas,7
-106.5,52.5,Canada,124,Americas,1
-106.5,53.5,Canada,124,Americas,0
-105.5,20.5,Mexico,484,Americas,9
-105.5,22.5,Mexico,484,Americas,10
-105.5,23.5,Mexico,484,Americas,0
-105.5,24.5,Mexico,484,Americas,1
-105.5,25.5,Mexico,484,Americas,2
-105.5,26.5,Mexico,484,Americas,6
-105.5,27.5,Mexico,484,Americas,7
-105.5,28.5,Mexico,484,Americas,10
-105.5,29.5,Mexico,484,Americas,1
-105.5,30.5,Mexico,484,Americas,0
-105.5,31.5,United States,840,Americas,8
-105.5,32.5,United States,840,Americas,0
-105.5,33.5,United States,840,Americas,0
-105.5,34.5,United States,840,Americas,0
-105.5,35.5,United States,840,Americas,4
-105.5,36.5,United States,840,Americas,3
-105.5,37.5,United States,840,Americas,10
-105.5,38.5,United States,840,Americas,6
-105.5,39.5,United States,840,Americas,3
-105.5,40.5,United States,840,Americas,9
-105.5,41.5,United States,840,Americas,8
-105.5,42.5,United States,840,Americas,6
-105.5,43.5,United States,840,Americas,1
-105.5,44.5,United States,840,Americas,1
-105.5,45.5,United States,840,Americas,1
-105.5,46.5,United States,840,Americas,4
-105.5,47.5,United States,840,Americas,5
-105.5,48.5,United States,840,Americas,1
-105.5,49.5,Canada,124,Americas,1
-105.5,50.5,Canada,124,Americas,1
-105.5,51.5,Canada,124,Americas,1
-105.5,52.5,Canada,124,Americas,1
-105.5,53.5,Canada,124,Americas,0
-104.5,19.5,Mexico,484,Americas,9
-104.5,20.5,Mexico,484,Americas,9
-104.5,21.5,Mexico,484,Americas,4
-104.5,22.5,Mexico,484,Americas,0
-104.5,23.5,Mexico,484,Americas,10
-104.5,24.5,Mexico,484,Americas,9
-104.5,25.5,Mexico,484,Americas,2
-104.5,26.5,Mexico,484,Americas,8
-104.5,27.5,Mexico,484,Americas,5
-104.5,28.5,Mexico,484,Americas,3
-104.5,29.5,Mexico,484,Americas,5
-104.5,30.5,United States,840,Americas,0
-104.5,31.5,United States,840,Americas,1
-104.5,32.5,United States,840,Americas,8
-104.5,33.5,United States,840,Americas,8
-104.5,34.5,United States,840,Americas,1
-104.5,35.5,United States,840,Americas,1
-104.5,36.5,United States,840,Americas,1
-104.5,37.5,United States,840,Americas,4
-104.5,38.5,United States,840,Americas,5
-104.5,39.5,United States,840,Americas,6
-104.5,40.5,United States,840,Americas,10
-104.5,41.5,United States,840,Americas,9
-104.5,42.5,United States,840,Americas,8
-104.5,43.5,United States,840,Americas,1
-104.5,44.5,United States,840,Americas,1
-104.5,45.5,United States,840,Americas,0
-104.5,46.5,United States,840,Americas,0
-104.5,47.5,United States,840,Americas,6
-104.5,48.5,United States,840,Americas,2
-104.5,49.5,Canada,124,Americas,1
-104.5,50.5,Canada,124,Americas,1
-104.5,51.5,Canada,124,Americas,1
-104.5,52.5,Canada,124,Americas,1
-104.5,53.5,Canada,124,Americas,0
-103.5,18.5,Mexico,484,Americas,8
-103.5,19.5,Mexico,484,Americas,9
-103.5,20.5,Mexico,484,Americas,9
-103.5,21.5,Mexico,484,Americas,7
-103.5,22.5,Mexico,484,Americas,5
-103.5,23.5,Mexico,484,Americas,10
-103.5,24.5,Mexico,484,Americas,5
-103.5,25.5,Mexico,484,Americas,10
-103.5,26.5,Mexico,484,Americas,2
-103.5,28.5,Mexico,484,Americas,0
-103.5,29.5,United States,840,Americas,0
-103.5,30.5,United States,840,Americas,0
-103.5,31.5,United States,840,Americas,4
-103.5,32.5,United States,840,Americas,8
-103.5,33.5,United States,840,Americas,10
-103.5,34.5,United States,840,Americas,10
-103.5,35.5,United States,840,Americas,3
-103.5,36.5,United States,840,Americas,10
-103.5,37.5,United States,840,Americas,5
-103.5,38.5,United States,840,Americas,9
-103.5,39.5,United States,840,Americas,7
-103.5,40.5,United States,840,Americas,10
-103.5,41.5,United States,840,Americas,10
-103.5,42.5,United States,840,Americas,9
-103.5,43.5,United States,840,Americas,1
-103.5,44.5,United States,840,Americas,8
-103.5,45.5,United States,840,Americas,0
-103.5,46.5,United States,840,Americas,0
-103.5,47.5,United States,840,Americas,1
-103.5,48.5,United States,840,Americas,1
-103.5,49.5,Canada,124,Americas,1
-103.5,50.5,Canada,124,Americas,1
-103.5,51.5,Canada,124,Americas,1
-103.5,52.5,Canada,124,Americas,1
-103.5,53.5,Canada,124,Americas,0
-102.5,18.5,Mexico,484,Americas,9
-102.5,19.5,Mexico,484,Americas,9
-102.5,20.5,Mexico,484,Americas,10
-102.5,21.5,Mexico,484,Americas,9
-102.5,22.5,Mexico,484,Americas,9
-102.5,23.5,Mexico,484,Americas,9
-102.5,24.5,Mexico,484,Americas,0
-102.5,25.5,Mexico,484,Americas,7
-102.5,26.5,Mexico,484,Americas,1
-102.5,27.5,Mexico,484,Americas,1
-102.5,28.5,Mexico,484,Americas,0
-102.5,29.5,Mexico,484,Americas,0
-102.5,30.5,United States,840,Americas,0
-102.5,31.5,United States,840,Americas,0
-102.5,32.5,United States,840,Americas,10
-102.5,33.5,United States,840,Americas,10
-102.5,34.5,United States,840,Americas,10
-102.5,35.5,United States,840,Americas,10
-102.5,36.5,United States,840,Americas,10
-102.5,37.5,United States,840,Americas,10
-102.5,38.5,United States,840,Americas,10
-102.5,39.5,United States,840,Americas,10
-102.5,40.5,United States,840,Americas,10
-102.5,41.5,United States,840,Americas,9
-102.5,42.5,United States,840,Americas,9
-102.5,43.5,United States,840,Americas,1
-102.5,44.5,United States,840,Americas,0
-102.5,45.5,United States,840,Americas,0
-102.5,46.5,United States,840,Americas,0
-102.5,47.5,United States,840,Americas,1
-102.5,48.5,United States,840,Americas,1
-102.5,49.5,Canada,124,Americas,1
-102.5,50.5,Canada,124,Americas,0
-102.5,51.5,Canada,124,Americas,1
-102.5,52.5,Canada,124,Americas,0
-102.5,53.5,Canada,124,Americas,0
-101.5,18.5,Mexico,484,Americas,1
-101.5,19.5,Mexico,484,Americas,9
-101.5,20.5,Mexico,484,Americas,10
-101.5,21.5,Mexico,484,Americas,10
-101.5,22.5,Mexico,484,Americas,8
-101.5,23.5,Mexico,484,Americas,1
-101.5,24.5,Mexico,484,Americas,0
-101.5,25.5,Mexico,484,Americas,4
-101.5,26.5,Mexico,484,Americas,4
-101.5,27.5,Mexico,484,Americas,8
-101.5,28.5,Mexico,484,Americas,1
-101.5,29.5,Mexico,484,Americas,1
-101.5,30.5,United States,840,Americas,1
-101.5,31.5,United States,840,Americas,8
-101.5,32.5,United States,840,Americas,10
-101.5,33.5,United States,840,Americas,10
-101.5,34.5,United States,840,Americas,10
-101.5,35.5,United States,840,Americas,10
-101.5,36.5,United States,840,Americas,10
-101.5,37.5,United States,840,Americas,10
-101.5,38.5,United States,840,Americas,10
-101.5,39.5,United States,840,Americas,9
-101.5,40.5,United States,840,Americas,10
-101.5,41.5,United States,840,Americas,10
-101.5,42.5,United States,840,Americas,1
-101.5,43.5,United States,840,Americas,1
-101.5,44.5,United States,840,Americas,0
-101.5,45.5,United States,840,Americas,0
-101.5,46.5,United States,840,Americas,0
-101.5,47.5,United States,840,Americas,0
-101.5,48.5,United States,840,Americas,1
-101.5,49.5,Canada,124,Americas,1
-101.5,50.5,Canada,124,Americas,1
-101.5,51.5,Canada,124,Americas,1
-101.5,52.5,Canada,124,Americas,0
-101.5,53.5,Canada,124,Americas,0
-100.5,17.5,Mexico,484,Americas,5
-100.5,18.5,Mexico,484,Americas,8
-100.5,19.5,Mexico,484,Americas,9
-100.5,20.5,Mexico,484,Americas,10
-100.5,21.5,Mexico,484,Americas,10
-100.5,22.5,Mexico,484,Americas,9
-100.5,23.5,Mexico,484,Americas,2
-100.5,24.5,Mexico,484,Americas,5
-100.5,25.5,Mexico,484,Americas,10
-100.5,26.5,Mexico,484,Americas,7
-100.5,27.5,Mexico,484,Americas,9
-100.5,28.5,Mexico,484,Americas,9
-100.5,29.5,United States,840,Americas,6
-100.5,30.5,United States,840,Americas,1
-100.5,31.5,United States,840,Americas,8
-100.5,32.5,United States,840,Americas,3
-100.5,33.5,United States,840,Americas,1
-100.5,34.5,United States,840,Americas,9
-100.5,35.5,United States,840,Americas,7
-100.5,36.5,United States,840,Americas,10
-100.5,37.5,United States,840,Americas,10
-100.5,38.5,United States,840,Americas,10
-100.5,39.5,United States,840,Americas,9
-100.5,40.5,United States,840,Americas,10
-100.5,41.5,United States,840,Americas,10
-100.5,42.5,United States,840,Americas,7
-100.5,43.5,United States,840,Americas,1
-100.5,44.5,United States,840,Americas,1
-100.5,45.5,United States,840,Americas,0
-100.5,46.5,United States,840,Americas,0
-100.5,47.5,United States,840,Americas,0
-100.5,48.5,United States,840,Americas,0
-100.5,49.5,Canada,124,Americas,1
-100.5,50.5,Canada,124,Americas,1
-100.5,51.5,Canada,124,Americas,1
-100.5,52.5,Canada,124,Americas,0
-99.5,17.5,Mexico,484,Americas,1
-99.5,18.5,Mexico,484,Americas,9
-99.5,19.5,Mexico,484,Americas,10
-99.5,20.5,Mexico,484,Americas,10
-99.5,21.5,Mexico,484,Americas,7
-99.5,22.5,Mexico,484,Americas,9
-99.5,23.5,Mexico,484,Americas,10
-99.5,24.5,Mexico,484,Americas,10
-99.5,25.5,Mexico,484,Americas,10
-99.5,26.5,Mexico,484,Americas,9
-99.5,27.5,Mexico,484,Americas,2
-99.5,28.5,United States,840,Americas,8
-99.5,29.5,United States,840,Americas,9
-99.5,30.5,United States,840,Americas,1
-99.5,31.5,United States,840,Americas,1
-99.5,32.5,United States,840,Americas,2
