lon,lat,country,code,continent,k
-123.4,46.6,United States,840,Americas,1
-123.4,47,United States,840,Americas,1
-123.4,47.4,United States,840,Americas,1
-123.4,48.6,Canada,124,Americas,3
-123.4,51.8,Canada,124,Americas,0
-123.4,52.2,Canada,124,Americas,5
-123.4,53.4,Canada,124,Americas,0
-123.4,53.8,Canada,124,Americas,0
-123,38.6,United States,840,Americas,7
-123,39,United States,840,Americas,7
-123,39.4,United States,840,Americas,4
-123,39.8,United States,840,Americas,0
-123,40.6,United States,840,Americas,0
-123,41,United States,840,Americas,0
-123,41.4,United States,840,Americas,10
-123,41.8,United States,840,Americas,2
-123,42.2,United States,840,Americas,9
-123,42.6,United States,840,Americas,9
-123,43,United States,840,Americas,0
-123,43.4,United States,840,Americas,1
-123,43.8,United States,840,Americas,6
-123,44.2,United States,840,Americas,9
-123,44.6,United States,840,Americas,8
-123,45,United States,840,Americas,9
-123,45.4,United States,840,Americas,10
-123,45.8,United States,840,Americas,7
-123,46.2,United States,840,Americas,2
-123,46.6,United States,840,Americas,7
-123,47,United States,840,Americas,3
-123,47.8,United States,840,Americas,1
-123,50.2,Canada,124,Americas,0
-123,50.6,Canada,124,Americas,0
-123,51.4,Canada,124,Americas,0
-123,51.8,Canada,124,Americas,0
-123,52.2,Canada,124,Americas,0
-123,52.6,Canada,124,Americas,0
-123,53.8,Canada,124,Americas,0
-123,54.2,Canada,124,Americas,0
-122.6,38.2,United States,840,Americas,9
-122.6,38.6,United States,840,Americas,9
-122.6,39,United States,840,Americas,5
-122.6,39.4,United States,840,Americas,0
-122.6,39.8,United States,840,Americas,10
-122.6,40.2,United States,840,Americas,2
-122.6,40.6,United States,840,Americas,2
-122.6,41.4,United States,840,Americas,7
-122.6,41.8,United States,840,Americas,10
-122.6,42.2,United States,840,Americas,7
-122.6,42.6,United States,840,Americas,6
-122.6,43,United States,840,Americas,0
-122.6,43.8,United States,840,Americas,4
-122.6,44.2,United States,840,Americas,4
-122.6,44.6,United States,840,Americas,8
-122.6,45,United States,840,Americas,9
-122.6,45.4,United States,840,Americas,7
-122.6,45.8,United States,840,Americas,3
-122.6,46.2,United States,840,Americas,2
-122.6,46.6,United States,840,Americas,7
-122.6,47,United States,840,Americas,2
-122.6,47.4,United States,840,Americas,2
-122.6,47.8,United States,840,Americas,1
-122.6,48.2,United States,840,Americas,4
-122.6,49,Canada,124,Americas,8
-122.6,49.4,Canada,124,Americas,1
-122.6,50.2,Canada,124,Americas,0
-122.6,51.8,Canada,124,Americas,0
-122.6,52.2,Canada,124,Americas,0
-122.6,52.6,Canada,124,Americas,0
-122.6,53,Canada,124,Americas,0
-122.6,53.4,Canada,124,Americas,0
-122.2,37.4,United States,840,Americas,1
-122.2,37.8,United States,840,Americas,3
-122.2,38.2,United States,840,Americas,10
-122.2,38.6,United States,840,Americas,10
-122.2,39,United States,840,Americas,10
-122.2,39.4,United States,840,Americas,10
-122.2,39.8,United States,840,Americas,10
-122.2,40.2,United States,840,Americas,10
-122.2,40.6,United States,840,Americas,9
-122.2,41,United States,840,Americas,0
-122.2,41.4,United States,840,Americas,1
-122.2,41.8,United States,840,Americas,9
-122.2,42.2,United States,840,Americas,1
-122.2,42.6,United States,840,Americas,2
-122.2,44.6,United States,840,Americas,0
-122.2,45,United States,840,Americas,0
-122.2,45.4,United States,840,Americas,6
-122.2,45.8,United States,840,Americas,1
-122.2,46.2,United States,840,Americas,0
-122.2,46.6,United States,840,Americas,0
-122.2,47,United States,840,Americas,1
-122.2,47.4,United States,840,Americas,4
-122.2,47.8,United States,840,Americas,1
-122.2,48.2,United States,840,Americas,7
-122.2,48.6,United States,840,Americas,5
-122.2,49,Canada,124,Americas,7
-122.2,51,Canada,124,Americas,0
-122.2,51.4,Canada,124,Americas,1
-122.2,51.8,Canada,124,Americas,6
-122.2,52.2,Canada,124,Americas,2
-122.2,52.6,Canada,124,Americas,0
-122.2,56.2,Canada,124,Americas,0
-121.8,36.6,United States,840,Americas,9
-121.8,37,United States,840,Americas,10
-121.8,37.4,United States,840,Americas,1
-121.8,37.8,United States,840,Americas,10
-121.8,38.2,United States,840,Americas,10
-121.8,38.6,United States,840,Americas,10
-121.8,39,United States,840,Americas,10
-121.8,39.4,United States,840,Americas,10
-121.8,39.8,United States,840,Americas,10
-121.8,40.2,United States,840,Americas,10
-121.8,40.6,United States,840,Americas,4
-121.8,41,United States,840,Americas,4
-121.8,41.4,United States,840,Americas,0
-121.8,41.8,United States,840,Americas,10
-121.8,42.2,United States,840,Americas,10
-121.8,42.6,United States,840,Americas,8
-121.8,43,United States,840,Americas,5
-121.8,43.4,United States,840,Americas,0
-121.8,45,United States,840,Americas,0
-121.8,45.4,United States,840,Americas,1
-121.8,45.8,United States,840,Americas,6
-121.8,46.2,United States,840,Americas,0
-121.8,46.6,United States,840,Americas,0
-121.8,47,United States,840,Americas,0
-121.8,47.4,United States,840,Americas,1
-121.8,47.8,United States,840,Americas,1
-121.8,48.2,United States,840,Americas,0
-121.8,48.6,United States,840,Americas,0
-121.8,49,Canada,124,Americas,3
-121.8,50.6,Canada,124,Americas,0
-121.8,51,Canada,124,Americas,0
-121.8,51.4,Canada,124,Americas,0
-121.8,51.8,Canada,124,Americas,0
-121.8,52.2,Canada,124,Americas,0
-121.8,52.6,Canada,124,Americas,0
-121.8,54.2,Canada,124,Americas,0
-121.8,55.8,Canada,124,Americas,0
-121.8,56.2,Canada,124,Americas,0
-121.8,56.6,Canada,124,Americas,0
-121.4,36.2,United States,840,Americas,10
-121.4,36.6,United States,840,Americas,10
-121.4,37,United States,840,Americas,10
-121.4,37.4,United States,840,Americas,8
-121.4,37.8,United States,840,Americas,10
-121.4,38.2,United States,840,Americas,10
-121.4,38.6,United States,840,Americas,9
-121.4,39,United States,840,Americas,10
-121.4,39.4,United States,840,Americas,10
-121.4,39.8,United States,840,Americas,0
-121.4,40.2,United States,840,Americas,0
-121.4,40.6,United States,840,Americas,0
-121.4,41,United States,840,Americas,10
-121.4,41.4,United States,840,Americas,8
-121.4,41.8,United States,840,Americas,10
-121.4,42.2,United States,840,Americas,10
-121.4,42.6,United States,840,Americas,8
-121.4,43,United States,840,Americas,4
-121.4,43.4,United States,840,Americas,6
-121.4,43.8,United States,840,Americas,1
-121.4,44.2,United States,840,Americas,8
-121.4,44.6,United States,840,Americas,8
-121.4,45,United States,840,Americas,2
-121.4,45.4,United States,840,Americas,7
-121.4,45.8,United States,840,Americas,2
-121.4,46.6,United States,840,Americas,0
-121.4,48.2,United States,840,Americas,0
-121.4,48.6,United States,840,Americas,0
-121.4,49.4,Canada,124,Americas,0
-121.4,50.2,Canada,124,Americas,0
-121.4,50.6,Canada,124,Americas,0
-121.4,51,Canada,124,Americas,0
-121.4,51.4,Canada,124,Americas,0
-121.4,51.8,Canada,124,Americas,0
-121.4,52.6,Canada,124,Americas,0
-121.4,55.4,Canada,124,Americas,0
-121.4,55.8,Canada,124,Americas,0
-121.4,56.2,Canada,124,Americas,0
-121.4,56.6,Canada,124,Americas,0
-121.4,57,Canada,124,Americas,0
-121,35.8,United States,840,Americas,10
-121,36.2,United States,840,Americas,9
-121,36.6,United States,840,Americas,2
-121,37,United States,840,Americas,10
-121,37.4,United States,840,Americas,10
-121,37.8,United States,840,Americas,10
-121,38.2,United States,840,Americas,10
-121,38.6,United States,840,Americas,10
-121,39,United States,840,Americas,9
-121,39.4,United States,840,Americas,0
-121,40.2,United States,840,Americas,7
-121,41,United States,840,Americas,8
-121,41.4,United States,840,Americas,10
-121,41.8,United States,840,Americas,10
-121,42.2,United States,840,Americas,9
-121,42.6,United States,840,Americas,8
-121,43,United States,840,Americas,7
-121,43.4,United States,840,Americas,9
-121,43.8,United States,840,Americas,1
-121,44.2,United States,840,Americas,9
-121,44.6,United States,840,Americas,9
-121,45,United States,840,Americas,1
-121,45.4,United States,840,Americas,7
-121,45.8,United States,840,Americas,8
-121,46.6,United States,840,Americas,0
-121,47,United States,840,Americas,0
-121,48.2,United States,840,Americas,0
-121,48.6,United States,840,Americas,0
-121,50.2,Canada,124,Americas,0
-121,50.6,Canada,124,Americas,1
-121,51,Canada,124,Americas,0
-121,51.4,Canada,124,Americas,0
-121,51.8,Canada,124,Americas,0
-121,52.2,Canada,124,Americas,0
-121,55.8,Canada,124,Americas,0
-121,56.2,Canada,124,Americas,0
-121,56.6,Canada,124,Americas,0
-121,57,Canada,124,Americas,0
-120.6,34.6,United States,840,Americas,9
-120.6,35,United States,840,Americas,10
-120.6,35.4,United States,840,Americas,7
-120.6,35.8,United States,840,Americas,9
-120.6,36.2,United States,840,Americas,6
-120.6,36.6,United States,840,Americas,10
-120.6,37,United States,840,Americas,10
-120.6,37.4,United States,840,Americas,10
-120.6,37.8,United States,840,Americas,10
-120.6,38.2,United States,840,Americas,1
-120.6,38.6,United States,840,Americas,4
-120.6,39,United States,840,Americas,0
-120.6,39.4,United States,840,Americas,0
-120.6,39.8,United States,840,Americas,3
-120.6,40.2,United States,840,Americas,9
-120.6,40.6,United States,840,Americas,4
-120.6,41,United States,840,Americas,9
-120.6,41.4,United States,840,Americas,10
-120.6,41.8,United States,840,Americas,1
-120.6,42.2,United States,840,Americas,8
-120.6,42.6,United States,840,Americas,7
-120.6,43,United States,840,Americas,1
-120.6,43.4,United States,840,Americas,7
-120.6,43.8,United States,840,Americas,1
-120.6,44.2,United States,840,Americas,9
-120.6,44.6,United States,840,Americas,1
-120.6,45,United States,840,Americas,1
-120.6,45.4,United States,840,Americas,2
-120.6,45.8,United States,840,Americas,6
-120.6,46.2,United States,840,Americas,9
-120.6,46.6,United States,840,Americas,10
-120.6,47,United States,840,Americas,10
-120.6,47.4,United States,840,Americas,7
-120.6,47.8,United States,840,Americas,0
-120.6,48.2,United States,840,Americas,0
-120.6,48.6,United States,840,Americas,0
-120.6,49.4,Canada,124,Americas,0
-120.6,49.8,Canada,124,Americas,2
-120.6,50.2,Canada,124,Americas,4
-120.6,53.4,Canada,124,Americas,0
-120.6,55.4,Canada,124,Americas,0
-120.6,55.8,Canada,124,Americas,0
-120.6,56.2,Canada,124,Americas,0
-120.6,56.6,Canada,124,Americas,0
-120.6,57,Canada,124,Americas,0
-120.2,34.6,United States,840,Americas,10
-120.2,35,United States,840,Americas,10
-120.2,35.4,United States,840,Americas,6
-120.2,35.8,United States,840,Americas,10
-120.2,36.2,United States,840,Americas,10
-120.2,36.6,United States,840,Americas,10
-120.2,37,United States,840,Americas,10
-120.2,37.4,United States,840,Americas,10
-120.2,37.8,United States,840,Americas,1
-120.2,38.2,United States,840,Americas,0
-120.2,39,United States,840,Americas,0
-120.2,39.4,United States,840,Americas,0
-120.2,39.8,United States,840,Americas,10
-120.2,40.2,United States,840,Americas,8
-120.2,40.6,United States,840,Americas,1
-120.2,41,United States,840,Americas,6
-120.2,41.4,United States,840,Americas,7
-120.2,41.8,United States,840,Americas,8
-120.2,42.2,United States,840,Americas,7
-120.2,42.6,United States,840,Americas,7
-120.2,43,United States,840,Americas,4
-120.2,43.4,United States,840,Americas,0
-120.2,43.8,United States,840,Americas,5
-120.2,44.2,United States,840,Americas,7
-120.2,44.6,United States,840,Americas,5
-120.2,45,United States,840,Americas,1
-120.2,45.4,United States,840,Americas,7
-120.2,45.8,United States,840,Americas,7
-120.2,46.2,United States,840,Americas,10
-120.2,46.6,United States,840,Americas,10
-120.2,47,United States,840,Americas,10
-120.2,47.4,United States,840,Americas,6
-120.2,47.8,United States,840,Americas,8
-120.2,48.2,United States,840,Americas,2
-120.2,48.6,United States,840,Americas,0
-120.2,49.4,Canada,124,Americas,0
-120.2,49.8,Canada,124,Americas,1
-120.2,50.2,Canada,124,Americas,8
-120.2,50.6,Canada,124,Americas,8
-120.2,51,Canada,124,Americas,0
-120.2,53,Canada,124,Americas,0
-120.2,53.4,Canada,124,Americas,0
-120.2,55.4,Canada,124,Americas,0
-120.2,55.8,Canada,124,Americas,0
-120.2,56.2,Canada,124,Americas,0
-120.2,56.6,Canada,124,Americas,0
-119.8,34.6,United States,840,Americas,7
-119.8,35,United States,840,Americas,8
-119.8,35.4,United States,840,Americas,10
-119.8,35.8,United States,840,Americas,10
-119.8,36.2,United States,840,Americas,10
-119.8,36.6,United States,840,Americas,10
-119.8,37,United States,840,Americas,10
-119.8,37.4,United States,840,Americas,1
-119.8,38.6,United States,840,Americas,0
-119.8,39,United States,840,Americas,8
-119.8,39.4,United States,840,Americas,7
-119.8,39.8,United States,840,Americas,0
-119.8,40.2,United States,840,Americas,0
-119.8,40.6,United States,840,Americas,0
-119.8,41,United States,840,Americas,1
-119.8,41.4,United States,840,Americas,4
-119.8,41.8,United States,840,Americas,6
-119.8,42.2,United States,840,Americas,7
-119.8,42.6,United States,840,Americas,2
-119.8,43,United States,840,Americas,4
-119.8,43.4,United States,840,Americas,1
-119.8,43.8,United States,840,Americas,5
-119.8,44.2,United States,840,Americas,6
-119.8,44.6,United States,840,Americas,5
-119.8,45,United States,840,Americas,1
-119.8,45.4,United States,840,Americas,9
-119.8,45.8,United States,840,Americas,9
-119.8,46.2,United States,840,Americas,10
-119.8,46.6,United States,840,Americas,10
-119.8,47,United States,840,Americas,10
-119.8,47.4,United States,840,Americas,10
-119.8,47.8,United States,840,Americas,5
-119.8,48.2,United States,840,Americas,8
-119.8,48.6,United States,840,Americas,7
-119.8,49,Canada,124,Americas,9
-119.8,49.8,Canada,124,Americas,0
-119.8,50.2,Canada,124,Americas,4
-119.8,50.6,Canada,124,Americas,6
-119.8,51.4,Canada,124,Americas,0
-119.8,53,Canada,124,Americas,0
-119.8,55,Canada,124,Americas,0
-119.8,55.4,Canada,124,Americas,0
-119.8,55.8,Canada,124,Americas,0
-119.8,56.2,Canada,124,Americas,0
-119.4,34.6,United States,840,Americas,6
-119.4,35,United States,840,Americas,10
-119.4,35.4,United States,840,Americas,10
-119.4,35.8,United States,840,Americas,10
-119.4,36.2,United States,840,Americas,10
-119.4,36.6,United States,840,Americas,10
-119.4,37,United States,840,Americas,9
-119.4,37.4,United States,840,Americas,0
-119.4,38.6,United States,840,Americas,9
-119.4,39,United States,840,Americas,9
-119.4,39.4,United States,840,Americas,4
-119.4,39.8,United States,840,Americas,0
-119.4,40.2,United States,840,Americas,0
-119.4,40.6,United States,840,Americas,0
-119.4,41,United States,840,Americas,2
-119.4,41.8,United States,840,Americas,1
-119.4,42.2,United States,840,Americas,0
-119.4,43,United States,840,Americas,0
-119.4,43.4,United States,840,Americas,7
-119.4,43.8,United States,840,Americas,6
-119.4,44.2,United States,840,Americas,4
-119.4,44.6,United States,840,Americas,6
-119.4,45,United States,840,Americas,1
-119.4,45.4,United States,840,Americas,2
-119.4,45.8,United States,840,Americas,10
-119.4,46.2,United States,840,Americas,10
-119.4,46.6,United States,840,Americas,10
-119.4,47,United States,840,Americas,10
-119.4,47.4,United States,840,Americas,10
-119.4,47.8,United States,840,Americas,7
-119.4,48.2,United States,840,Americas,7
-119.4,48.6,United States,840,Americas,7
-119.4,49,Canada,124,Americas,2
-119.4,49.4,Canada,124,Americas,1
-119.4,49.8,Canada,124,Americas,7
-119.4,50.2,Canada,124,Americas,8
-119.4,50.6,Canada,124,Americas,8
-119.4,53,Canada,124,Americas,0
-119.4,55,Canada,124,Americas,0
-119.4,55.4,Canada,124,Americas,0
-119.4,55.8,Canada,124,Americas,0
-119.4,56.2,Canada,124,Americas,0
-119.4,56.6,Canada,124,Americas,0
-119,34.2,United States,840,Americas,10
-119,34.6,United States,840,Americas,4
-119,35,United States,840,Americas,10
-119,35.4,United States,840,Americas,10
-119,35.8,United States,840,Americas,10
-119,36.2,United States,840,Americas,10
-119,36.6,United States,840,Americas,8
-119,38.2,United States,840,Americas,0
-119,38.6,United States,840,Americas,1
-119,39,United States,840,Americas,9
-119,39.4,United States,840,Americas,9
-119,39.8,United States,840,Americas,0
-119,40.2,United States,840,Americas,0
-119,41.4,United States,840,Americas,0
-119,42.2,United States,840,Americas,0
-119,42.6,United States,840,Americas,6
-119,43,United States,840,Americas,5
-119,43.4,United States,840,Americas,10
-119,43.8,United States,840,Americas,7
-119,44.2,United States,840,Americas,7
-119,44.6,United States,840,Americas,3
-119,45,United States,840,Americas,1
-119,45.4,United States,840,Americas,5
-119,45.8,United States,840,Americas,10
-119,46.2,United States,840,Americas,10
-119,46.6,United States,840,Americas,10
-119,47,United States,840,Americas,10
-119,47.4,United States,840,Americas,10
-119,47.8,United States,840,Americas,10
-119,48.2,United States,840,Americas,2
-119,48.6,United States,840,Americas,1
-119,49,Canada,124,Americas,1
-119,49.4,Canada,124,Americas,0
-119,50.2,Canada,124,Americas,9
-119,50.6,Canada,124,Americas,7
-119,55,Canada,124,Americas,0
-119,55.4,Canada,124,Americas,0
-119,55.8,Canada,124,Americas,0
-119,56.2,Canada,124,Americas,0
-119,56.6,Canada,124,Americas,0
-118.6,34.2,United States,840,Americas,5
-118.6,34.6,United States,840,Americas,7
-118.6,35,United States,840,Americas,7
-118.6,35.4,United States,840,Americas,9
-118.6,35.8,United States,840,Americas,2
-118.6,36.2,United States,840,Americas,1
-118.6,36.6,United States,840,Americas,0
-118.6,37.4,United States,840,Americas,1
-118.6,37.8,United States,840,Americas,3
-118.6,38.2,United States,840,Americas,0
-118.6,38.6,United States,840,Americas,0
-118.6,39,United States,840,Americas,3
-118.6,39.4,United States,840,Americas,8
-118.6,39.8,United States,840,Americas,2
-118.6,40.2,United States,840,Americas,9
-118.6,41.4,United States,840,Americas,1
-118.6,41.8,United States,840,Americas,6
-118.6,42.2,United States,840,Americas,1
-118.6,42.6,United States,840,Americas,5
-118.6,43,United States,840,Americas,5
-118.6,43.4,United States,840,Americas,9
-118.6,43.8,United States,840,Americas,6
-118.6,44.2,United States,840,Americas,6
-118.6,44.6,United States,840,Americas,7
-118.6,45,United States,840,Americas,0
-118.6,45.4,United States,840,Americas,0
-118.6,45.8,United States,840,Americas,10
-118.6,46.2,United States,840,Americas,10
-118.6,46.6,United States,840,Americas,10
-118.6,47,United States,840,Americas,10
-118.6,47.4,United States,840,Americas,8
-118.6,47.8,United States,840,Americas,7
-118.6,48.2,United States,840,Americas,1
-118.6,48.6,United States,840,Americas,1
-118.6,49,Canada,124,Americas,3
-118.6,49.4,Canada,124,Americas,0
-118.6,55,Canada,124,Americas,0
-118.6,55.4,Canada,124,Americas,0
-118.6,55.8,Canada,124,Americas,0
-118.6,56.2,Canada,124,Americas,0
-118.2,33.8,United States,840,Americas,2
-118.2,34.2,United States,840,Americas,1
-118.2,34.6,United States,840,Americas,6
-118.2,35,United States,840,Americas,8
-118.2,35.4,United States,840,Americas,2
-118.2,35.8,United States,840,Americas,8
-118.2,36.6,United States,840,Americas,0
-118.2,37,United States,840,Americas,1
-118.2,37.4,United States,840,Americas,5
-118.2,37.8,United States,840,Americas,6
-118.2,38.2,United States,840,Americas,0
-118.2,38.6,United States,840,Americas,0
-118.2,39.4,United States,840,Americas,0
-118.2,39.8,United States,840,Americas,0
-118.2,40.2,United States,840,Americas,1
-118.2,40.6,United States,840,Americas,5
-118.2,41,United States,840,Americas,0
-118.2,41.4,United States,840,Americas,4
-118.2,41.8,United States,840,Americas,8
-118.2,42.2,United States,840,Americas,0
-118.2,42.6,United States,840,Americas,0
-118.2,43,United States,840,Americas,0
-118.2,43.4,United States,840,Americas,1
-118.2,43.8,United States,840,Americas,2
-118.2,44.2,United States,840,Americas,1
-118.2,44.6,United States,840,Americas,7
-118.2,45,United States,840,Americas,8
-118.2,45.4,United States,840,Americas,9
-118.2,45.8,United States,840,Americas,1
-118.2,46.2,United States,840,Americas,9
-118.2,46.6,United States,840,Americas,9
-118.2,47,United States,840,Americas,9
-118.2,47.4,United States,840,Americas,7
-118.2,47.8,United States,840,Americas,7
-118.2,48.2,United States,840,Americas,2
-118.2,48.6,United States,840,Americas,2
-118.2,49,Canada,124,Americas,1
-118.2,55,Canada,124,Americas,0
-118.2,55.4,Canada,124,Americas,0
-118.2,55.8,Canada,124,Americas,0
-118.2,56.2,Canada,124,Americas,0
-118.2,56.6,Canada,124,Americas,0
-117.8,33.8,United States,840,Americas,10
-117.8,34.6,United States,840,Americas,3
-117.8,35.8,United States,840,Americas,0
-117.8,36.2,United States,840,Americas,0
-117.8,36.6,United States,840,Americas,0
-117.8,37.4,United States,840,Americas,2
-117.8,37.8,United States,840,Americas,0
-117.8,38.2,United States,840,Americas,0
-117.8,39.4,United States,840,Americas,0
-117.8,39.8,United States,840,Americas,0
-117.8,40.2,United States,840,Americas,0
-117.8,40.6,United States,840,Americas,2
-117.8,41,United States,840,Americas,7
-117.8,41.4,United States,840,Americas,9
-117.8,41.8,United States,840,Americas,7
-117.8,42.2,United States,840,Americas,0
-117.8,42.6,United States,840,Americas,0
-117.8,43,United States,840,Americas,4
-117.8,43.8,United States,840,Americas,6
-117.8,44.2,United States,840,Americas,1
-117.8,44.6,United States,840,Americas,8
-117.8,45,United States,840,Americas,9
-117.8,45.4,United States,840,Americas,10
-117.8,45.8,United States,840,Americas,9
-117.8,46.2,United States,840,Americas,7
-117.8,46.6,United States,840,Americas,1
-117.8,47,United States,840,Americas,3
-117.8,47.4,United States,840,Americas,4
-117.8,47.8,United States,840,Americas,7
-117.8,48.2,United States,840,Americas,5
-117.8,48.6,United States,840,Americas,2
-117.8,49,Canada,124,Americas,2
-117.8,55,Canada,124,Americas,0
-117.8,55.4,Canada,124,Americas,0
-117.8,55.8,Canada,124,Americas,0
-117.8,56.2,Canada,124,Americas,0
-117.8,56.6,Canada,124,Americas,0
-117.8,57,Canada,124,Americas,0
-117.8,57.8,Canada,124,Americas,0
-117.4,33.4,United States,840,Americas,9
-117.4,33.8,United States,840,Americas,9
-117.4,34.2,United States,840,Americas,7
-117.4,35.4,United States,840,Americas,0
-117.4,38.2,United States,840,Americas,0
-117.4,38.6,United States,840,Americas,0
-117.4,39,United States,840,Americas,1
-117.4,39.4,United States,840,Americas,5
-117.4,39.8,United States,840,Americas,1
-117.4,40.2,United States,840,Americas,5
-117.4,40.6,United States,840,Americas,0
-117.4,41,United States,840,Americas,1
-117.4,41.4,United States,840,Americas,6
-117.4,41.8,United States,840,Americas,6
-117.4,42.2,United States,840,Americas,0
-117.4,42.6,United States,840,Americas,1
-117.4,43,United States,840,Americas,6
-117.4,43.4,United States,840,Americas,0
-117.4,43.8,United States,840,Americas,8
-117.4,44.2,United States,840,Americas,6
-117.4,44.6,United States,840,Americas,8
-117.4,45,United States,840,Americas,8
-117.4,45.4,United States,840,Americas,8
-117.4,45.8,United States,840,Americas,9
-117.4,46.2,United States,840,Americas,1
-117.4,46.6,United States,840,Americas,0
-117.4,47,United States,840,Americas,0
-117.4,47.4,United States,840,Americas,6
-117.4,47.8,United States,840,Americas,5
-117.4,48.2,United States,840,Americas,2
-117.4,48.6,United States,840,Americas,0
-117.4,49,Canada,124,Americas,0
-117.4,49.4,Canada,124,Americas,0
-117.4,54.6,Canada,124,Americas,0
-117.4,55,Canada,124,Americas,0
-117.4,55.4,Canada,124,Americas,0
-117.4,55.8,Canada,124,Americas,0
-117.4,56.2,Canada,124,Americas,0
-117.4,56.6,Canada,124,Americas,0
-117.4,57,Canada,124,Americas,0
-117.4,57.4,Canada,124,Americas,0
-117.4,57.8,Canada,124,Americas,0
-117,32.6,United States,840,Americas,6
-117,33,United States,840,Americas,6
-117,33.4,United States,840,Americas,9
-117,33.8,United States,840,Americas,10
-117,34.2,United States,840,Americas,4
-117,34.6,United States,840,Americas,0
-117,35,United States,840,Americas,0
-117,38.6,United States,840,Americas,0
-117,39,United States,840,Americas,0
-117,39.4,United States,840,Americas,0
-117,39.8,United States,840,Americas,0
-117,40.2,United States,840,Americas,2
-117,40.6,United States,840,Americas,6
-117,41,United States,840,Americas,2
-117,41.4,United States,840,Americas,1
-117,41.8,United States,840,Americas,0
-117,42.6,United States,840,Americas,1
-117,43,United States,840,Americas,1
-117,43.4,United States,840,Americas,10
-117,43.8,United States,840,Americas,10
-117,44.2,United States,840,Americas,10
-117,44.6,United States,840,Americas,2
-117,45,United States,840,Americas,8
-117,45.4,United States,840,Americas,8
-117,45.8,United States,840,Americas,1
-117,46.2,United States,840,Americas,0
-117,46.6,United States,840,Americas,0
-117,47,United States,840,Americas,0
-117,47.4,United States,840,Americas,7
-117,47.8,United States,840,Americas,4
-117,48.2,United States,840,Americas,1
-117,48.6,United States,840,Americas,0
-117,49,Canada,124,Americas,0
-117,51.4,Canada,124,Americas,0
-117,54.6,Canada,124,Americas,0
-117,55,Canada,124,Americas,0
-117,55.4,Canada,124,Americas,0
-117,55.8,Canada,124,Americas,0
-117,56.2,Canada,124,Americas,0
-117,56.6,Canada,124,Americas,0
-117,57.8,Canada,124,Americas,0
-117,58.2,Canada,124,Americas,0
-117,58.6,Canada,124,Americas,0
-116.6,31.8,Mexico,484,Americas,5
-116.6,32.2,Mexico,484,Americas,6
-116.6,32.6,United States,840,Americas,5
-116.6,33,United States,840,Americas,6
-116.6,33.4,United States,840,Americas,6
-116.6,33.8,United States,840,Americas,10
-116.6,34.2,United States,840,Americas,0
-116.6,34.6,United States,840,Americas,0
-116.6,35,United States,840,Americas,0
-116.6,36.2,United States,840,Americas,0
