lon,lat,lanid12,lanid17,mirad12,mirad17,aim12,aim17,aim_valid
-123.9,43.9,0,0,12.5,12.5,0,0,0
-123.9,44.1,0,0,12.5,56.25,0,0,0
-123.9,44.9,17.6868305206299,18.6669445037842,0,0,0,0,0
-123.9,45.1,118.687072753906,102.959999084473,66.5408706665039,47.7908668518067,0,0,0
-123.9,45.3,225.418075561523,59.7454223632813,451.757202148438,211.866668701172,0,0,0
-123.9,45.5,717.034423828125,614.265441894531,886.0712890625,258.820037841797,0,0,0
-123.9,45.7,192.679321289063,70.1100006103516,443.669891357422,181.25,0,0,0
-123.9,45.9,0,16.2000007629395,0,0,0,0,0
-123.9,46.3,0,2.4300000667572,0,0,0,0,0
-123.9,46.7,2.51999998092651,14.3999996185303,0,0,0,0,0
-123.9,46.9,16.4699993133545,15.4799995422363,43.75,0,0,0,0
-123.9,47.1,3.77999997138977,0,48.0506362915039,29.4663124084473,0,0,0
-123.9,47.3,5.25004816055298,1.98000001907349,25,0,0,0,0
-123.7,39.1,0,0,0,0,0,0,0
-123.7,39.3,0,0,0,0,0,0,0
-123.7,40.1,0,0,0,0,0,0,0
-123.7,40.5,0,0,0,0,0,0,0
-123.7,40.9,0,0,0,0,0,0,0
-123.7,41.3,0,0,0,0,0,0,0
-123.7,42.1,109.754585266113,112.652229309082,285.284271240234,289.874420166016,0,0,0
-123.7,42.3,91.8899993896484,98.1900024414062,231.25,131.25,0,0,0
-123.7,43.1,118.26000213623,88.7399978637695,18.75,43.75,0,0,0
-123.7,43.5,13.4505186080933,44.0721778869629,0,0,0,0,0
-123.7,43.7,172.416168212891,258.595703125,23.9677143096924,12.5,0,0,0
-123.7,43.9,0,0,0,0,0,0,0
-123.7,44.5,3.69000005722046,7.82999992370606,25,43.75,0,0,0
-123.7,44.7,9.98999977111816,5.76000022888184,35.0784378051758,12.5,0,0,0
-123.7,44.9,0,0,0,0,0,0,0
-123.7,45.1,10.8900003433228,0,50,24.8422374725342,0,0,0
-123.7,45.3,94.8108062744141,84.5821228027344,319.920837402344,121.592475891113,0,0,0
-123.7,46.3,1.52999997138977,1.71000003814697,12.5,37.5,0,0,0
-123.7,46.5,114.974952697754,117.761573791504,137.5,219.128341674805,0,0,0
-123.7,46.7,157.365051269531,212.538421630859,287.5,396.793304443359,0,0,0
-123.7,47.1,28.6614837646484,6.79148578643799,412.713775634766,318.75,0,0,0
-123.7,47.3,0,4.8600001335144,12.5,0,0,0,0
-123.5,39.1,231.119995117188,231.389999389648,50,181.25,0,0,0
-123.5,39.5,0,0,0,0,0,0,0
-123.5,39.7,6.30000019073486,6.30000019073486,50,50,0,0,0
-123.5,39.9,0,0,0,0,0,0,0
-123.5,40.1,0,0,0,0,0,0,0
-123.5,40.5,0,0,0,0,0,0,0
-123.5,41.3,0,0,0,0,0,0,0
-123.5,42.1,509.175445556641,388.197784423828,845.965759277344,647.625549316406,0,0,0
